,Book-Title,Average-Rating,Count-Ratings,ISBN,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Synopsis
543,Over the Edge,2.39,80,0451152190,Jonathan Kellerman,1993,New American Library,http://images.amazon.com/images/P/0451152190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451152190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451152190.01.LZZZZZZZ.jpg,"""The climbers swept up in the events of August 2000 are people little different from the rest of us. Though their climbing skills taught them a thing or two about survival, it was their individual characters and their compassion for one another that kept them alive. Like anyone who has witnessed warfare and death, they feel pain over the memories that they recount in this story. It is their hope that others may learn from their experience."" --from the Introduction Before dawn on August 12, 2000, four of America's best young rock climbers, the oldest of them only twenty-five, were sleeping in their portaledges high on the Yellow Wall, in the Pamir-Alai mountain range of Kyrgyzstan, in central Asia. By daybreak, they would be taken at gunpoint by fanatical militants of the Islamic Movement of Uzbekistan (IMU), which operates out of secret bases in Tajikistan and Afghanistan, and which is linked to Osama bin Laden's Al Qaeda network. The desperadoes--themselves barely out of their teens--intended to use their hostages as human shields and for ransom as they moved across Kyrgyzstan. They hid the climbers by day and marched them by night through freezing, treacherous mountains, with little food, no clean water, and the constant threat of execution. The four would see a fellow hostage, a Kyrgyz soldier, executed before their eyes. And in a remarkable life-and-death crucible over six terrifying days, they would be forced to choose between saving their own lives and committing an act none of them thought they ever could. In Over the Edge, the four climbers--Jason ""Singer"" Smith, John Dickey, Tommy Caldwell, and Beth Rodden--finally tell the complete story of their nightmarish ordeal. In riveting detail, author Greg Child re-creates the entire hour-by-hour drama, from the first ricocheting bullets to the climactic and agonizing decision the climbers had to make in order to gain their freedom and survival. Set in a powder-keg region of narcotics trafficking and terrorism, this is a deeply compelling book about loyalty and the unshakeable human will to survive."
544,P Is for Peril,1.5,101,0449003795,Sue Grafton,2002,Ballantine Books,http://images.amazon.com/images/P/0449003795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg,"It is now nine weeks since Dr Dowan Purcell vanished without trace. The sixty-nine-year-old doctor had said goodnight to his colleagues at the Pacific Meadows nursing home, had climbed into his car and driven away never to be seen again. His embittered first wife Fiona is convinced he is still alive. His second wife, Crystal a former stripper forty years his junior is just as sure he is dead. Enter private investigator Kinsey Malone, hired by Fiona to find out just what has happened to the man they loved. Enter also Tommy Hevener, an attractive flame-haired twenty-something who has set his romantic sights on Kinsey. And Tommy is a man with a very interesting past"
545,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),2.56,54,0399147195,Sue Grafton,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.LZZZZZZZ.jpg,"It is now nine weeks since Dr Dowan Purcell vanished without trace. The sixty-nine-year-old doctor had said goodnight to his colleagues at the Pacific Meadows nursing home, had climbed into his car and driven away never to be seen again. His embittered first wife Fiona is convinced he is still alive. His second wife, Crystal a former stripper forty years his junior is just as sure he is dead. Enter private investigator Kinsey Malone, hired by Fiona to find out just what has happened to the man they loved. Enter also Tommy Hevener, an attractive flame-haired twenty-something who has set his romantic sights on Kinsey. And Tommy is a man with a very interesting past"
546,Palomino,1.94,52,0440167531,DANIELLE STEEL,1985,Dell,http://images.amazon.com/images/P/0440167531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440167531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440167531.01.LZZZZZZZ.jpg,"Samantha Taylor is shattered when her husband leaves her for another woman. She puts her advertising career on hold and seeks refuge at a friend's California ranch, where she loses herself in the daily labor of ranch life. Here, she discovers the healing powers of trusted friends, simple joys, and hard work. She also meets Tate Jordan, the ranch foreman, and a tumultuous relationship ensues. When Tate disappears and a fall from a horse changes Samantha's life forever, she is confined to a wheelchair and must look deep inside herself to finds the courage to begin again. Now, fighting the battles of the handicapped, she finds new challenges, new loves, and even the adopted child she's always longed for.From the Paperback edition."
547,Paradise,1.31,94,0679433740,Toni Morrison,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.LZZZZZZZ.jpg,"Paradise is at once the story of an African boy's coming of age, a tragic love story, and a tale of the corruption of traditional African patterns by European colonialism. It presents a major African voice to American readers - a voice that prompted Peter Tinniswood to write in the London Times, reviewing Gurnah's previous novel, ""Mr. Gurnah is a very fine writer. I am certain he will become a great one."" Paradise is Abdulrazak Gurnah's great novel. At twelve, Yusuf, the protagonist of this twentieth-century odyssey, is sold by his father in repayment of a debt. From the simple life of rural Africa, Yusuf is thrown into the complexities of precolonial urban East Africa - a fascinating world in which Muslim black Africans, Christian missionaries, and Indians from the subcontinent coexist in a fragile, subtle social hierarchy. Through the eyes of Yusuf, Gurnah depicts communities at war, trading safaris gone awry, and the universal trials of adolescence. Then, just as Yusuf begins to comprehend the choices required of him, he and everyone around him must adjust to the new reality of European colonialism. The result is a page-turning saga that covers the same territory as the novels of Isak Dinesen and William Boyd, but does so from a perspective never before available on that seldom-chronicled part of the world."
548,Patriot Games (Jack Ryan Novels),1.88,82,0425109720,Tom Clancy,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425109720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.LZZZZZZZ.jpg,"
Tom Clancy's Patriot Games is filled with the exceptional realism and authenticity that distinguished the author's two previous bestsellers, Hunt for Red October and Red Storm Rising. Patriot Games puts us on the cutting edge of another type of war — the international battle of terrorism.
It is fall. Years before the defection of a Soviet submarine will send him hurtling into confrontation with the Soviets, historian, ex-Marine and CIA analyst Jack Ryan is vacationing in London with his wife and young daughter, when a terrorist attack takes place before his eyes. Instinctively, he dives forward to break it up, and is shot. It is not until he wakes up in the hospital that he learns whose lives he has saved -- the Prince and Princess of Wales and their new young son -- and which enemies he has made -- the Ulster Liberation Army, an ultra-left-wing splinter of the IRA.By his impulsive act, he has gained both the gratitude of a nation and then enmity of hits most dangerous men -- men who do not sit on their hate. And in the weeks and months to come, it is Jack Ryan, and his family, who will become the targets of that hate."
549,Pay It Forward,1.98,87,0743412028,Catherine Ryan Hyde,2000,Pocket,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg,"The story of how a boy who believed in the goodness of human nature set out to change the world.Pay It Forward is a wondrous and moving novel about Trevor McKinney, a twelve-year-old boy in a small California town who accepts the challenge that his teacher gives his class, a chance to earn extra credit by coming up with a plan to change the world for the better -- and to put that plan into action.The idea that Trevor comes up with is so simple and so naïve that when others learn of it they are dismissive. Even Trevor himself begins to doubt when his ""pay it forward"" plan seems to founder on a combination of bad luck and the worst of human nature.In the end, Pay It Forward is the story of seemingly ordinary people made extraordinary by the simple faith of a child. In the tradition of the successful and inspirational television show Touched by an Angel, and the phenomenally successful novel and film Forrest Gump, Pay It Forward is a work of charm, wit, and remarkable inspiration, a story of hope for today and for many tomorrows to come."
550,Peace Like a River,2.69,77,0802139256,Leif Enger,2002,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg,"Once in a great while, we encounter a novel in our voluminous reading that begs to be read aloud. Leif Enger's debut, Peace Like a River, is one such work. His richly evocative novel, narrated by an asthmatic 11-year-old named Reuben Land, is the story of Reuben's unusual family and their journey across the frozen Badlands of the Dakotas in search of his fugitive older brother. Charged with the murder of two locals who terrorized their family, Davy has fled, understanding that the scales of justice will not weigh in his favor. But Reuben, his father, Jeremiah—a man of faith so deep he has been known to produce miracles—and Reuben's little sister, Swede, follow closely behind the fleeing Davy.Affecting and dynamic, Peace Like a River is at once a tragedy, a romance, and an unflagging exploration into the spirituality and magic possible in the everyday world, and in that of the world awaiting us on the other side of life. In Enger's superb debut effort, we witness a wondrous celebration of family, faith, and spirit, the likes of which we haven't seen in a long, long time—and the birth of a classic work of literature."
551,Personal Injuries,0.71,58,0374281947,Scott Turow,1999,Farrar Straus Giroux,http://images.amazon.com/images/P/0374281947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374281947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374281947.01.LZZZZZZZ.jpg,"An ambitious personal injury lawyer, Robbie Feaver finds his less-than-ethical practices coming back to haunt him when, in exchange for leniency from prosecution, he is forced into an uneasy alliance with an enigmatic female FBI agent, in a story of greed, human weakness, love, and unexpected heroism."
552,Pet Sematary,3.13,147,0451162072,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg,"'This is an alternate Cover Edition for ASIN: B00K3NEE56. When the Creeds move into a beautiful old house in rural Maine, it all seems too good to be true: physician father, beautiful wife, charming little daughter, adorable infant son-and now an idyllic home. As a family, they've got it all...right down to the friendly car. But the nearby woods hide a blood-chilling truth-more terrifying than death itself-and hideously more powerful. The Creeds are going to learn that sometimes dead is better."
553,Phantoms,2.31,77,0425101452,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425101452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg,"They found the town silent, apparently abandoned. Then they found the first body, strangely swollen and still warm. One hundred fifty were dead, 350 missing. But the terror had only begun in the tiny mountain town of Snowfield, California.At first they thought it was the work of a maniac. Or terrorists. Or toxic contamination. Or a bizarre new disease.But then they found the truth. And they saw it in the flesh. And it was worse than anything any of them had ever imagined..."
554,Pigs in Heaven,1.97,116,0060168013,Barbara Kingsolver,1993,Harpercollins,http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.LZZZZZZZ.jpg,"Mother and adopted daughter, Taylor and Turtle Greer, are back in this spellbinding sequel about family, heartbreak and love.Six-year-old Turtle Greer witnesses a freak accident at the Hoover Dam during a tour of the Grand Canyon with her guardian, Taylor. Her insistence on what she has seen, and her mother's belief in her, lead to a man's dramatic rescue. The mother and adopted daughter duo soon become nationwide heroes - even landing themselves a guest appearance on the Oprah Winfrey show. But Turtle's moment of celebrity draws her into a conflict of historic proportions stemming right back to her Cherokee roots. The crisis quickly envelops not only Turtle and her guardian, but everyone else who touches their lives in a complex web connecting their future with their past.Embark on a unforgettable road trip from rural Kentucky and the urban Southwest to Heaven, Oklahoma, and the Cherokee Nation, testing the boundaries of family and the many separate truths about the ties that bind."
555,Plainsong (Vintage Contemporaries),2.33,72,0375705856,KENT HARUF,2000,Vintage,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,"A heartstrong story of family and romance, tribulation and tenacity, set on the High Plains east of Denver.In the small town of Holt, Colorado, a high school teacher is confronted with raising his two boys alone after their mother retreats first to the bedroom, then altogether. A teenage girl—her father long since disappeared, her mother unwilling to have her in the house—is pregnant, alone herself, with nowhere to go. And out in the country, two brothers, elderly bachelors, work the family homestead, the only world they've ever known.From these unsettled lives emerges a vision of life, and of the town and landscape that bind them together—their fates somehow overcoming the powerful circumstances of place and station, their confusion, curiosity, dignity and humor intact and resonant. As the milieu widens to embrace fully four generations, Kent Haruf displays an emotional and aesthetic authority to rival the past masters of a classic American tradition.Utterly true to the rhythms and patterns of life, Plainsong is a novel to care about, believe in, and learn from."
556,Pleading Guilty,0.73,81,0446365505,Scott Turow,1994,Warner Books,http://images.amazon.com/images/P/0446365505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg,"Mack Malloy is a partner in one of Kindle County's top law firms. An ex-cop who joined the firm on a wave of enthusiasm and optimism, he now feels himself to be on the way down, and possibly out. Bert Kamin, gifted, erratic and combative, is one of the firm's star litigators and he has disappeared."
557,Plum Island,1.88,69,0446605409,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg,"The hair-raising suspense of The General's Daughter... the wry wit of The Gold Coast...this is vintage Nelson DeMille at the peak of his originality and the height of his powers.Wounded in the line of duty, NYPD homicide cop John Corey is convalescing in rural eastern Long Island when an attractive young couple he knows is found shot to death on the family patio. The victims were biologists at Plum Island, a research site rumored to be an incubator for germ warfare.Suddenly, a local double murder takes on shattering global implications -- and thrusts Corey and two extraordinary women into a dangerous search for the secret of PLUM ISLAND...."
558,Point of Origin,2.11,135,0425169863,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,"A farmhouse destroyed by fireA body amongst the ruinsDr Kay Scarpetta, Chief Medical Examiner and consulting pathologist for the federal law enforcement agency ATF, is called out to a farmhouse in Virginia which has been destroyed by fire. In the ruins of the house she finds a body which tells a story of a violent and grisly murder.The fire has come at the same time as another even more incendiary horror: Carrie Grethen, a killer who nearly destroyed the lives of Scarpetta and those closest to her, has escaped from a forensic psychiatric hospital. Her whereabouts is unknown, but her ultimate destination is not, for Carrie has begun to communicate with Scarpetta, conveying her deadly - if cryptic - plans for revenge.Chillingly mesmeric in tone, labyrinthine in structure, Point of Origin is Patricia Cornwell at her most dazzling."
559,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,2.32,101,002542730X,James Finn Garner,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg,"Once upon a time, in the olden days, heavy-set middle-aged men would congregate in their elitist clubs, sit in over-stuffed leather chairs, smoke air-choking cigars, and pitch story ideas and plots to each other. Problem was, these stories, many of which found their way into the general social consciousness, reflected the way in which these men lived and saw their world: that is, the stories were sexist, discriminatory, unfair, culturally biased, and in general, demeaning to witches, animals, goblins, and fairies everywhere.Finally, after centuries of these abusive tales, which have been handed down--unknowingly--from one male-biased generation to the next, James Finn Garner has taken it upon himself (that's right, yet another man) to enlighten and liberate these classic bedtime stories and retell them in a way that is much more in keeping with the society in which we live today.Politically Correct Bedtime Stories, then is the fruit of Garner's labors. We'd like to think that future generations of fairy-tale fans will see this as a worthy attempt to develop meaningful literature that is totally free from bias and purged from the influences of a flawed cultural past."
560,Pop Goes the Weasel,1.87,130,0316693286,James Patterson,1999,Replica Books,http://images.amazon.com/images/P/0316693286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693286.01.LZZZZZZZ.jpg,"Detective Alex Cross is back-and he's in love. But his happiness is threatened by a series of chilling murders in Washington, D.C., murders with a pattern so twisted they leave investigators reeling. Cross's pursuit of the killer produces a suspect, a British diplomat named Geoffrey Shafer. But proving he's the murderer becomes a potentially deadly task. As Shafer engages in a brilliant series of surprising counter moves, Alex and his fiancee become hopelessly entangled with the most memorable nemesis Cross has ever faced."
561,Pope Joan (Ballantine Reader's Circle),2.91,53,0345416260,Donna Woolfolk Cross,1996,Ballantine Books,http://images.amazon.com/images/P/0345416260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg,"A world-wide bestseller, major motion picture and upcoming ""Director's Cut"" TV mini-series exclusively for the U.S!For a thousand years her existence has been denied. She is the legend that will not die–Pope Joan, the ninth-century woman who disguised herself as a man and rose to become the only female ever to sit on the throne of St. Peter. Now in this riveting novel, Donna Woolfolk Cross paints a sweeping portrait of an unforgettable heroine who struggles against restrictions her soul cannot accept.Brilliant and talented, young Joan rebels against medieval social strictures forbidding women to learn. When her brother is brutally killed during a Viking attack, Joan takes up his cloak–and his identity–and enters the monastery of Fulda. As Brother John Anglicus, Joan distinguishes herself as a great scholar and healer. Eventually, she is drawn to Rome, where she becomes enmeshed in a dangerous web of love, passion, and politics. Triumphing over appalling odds, she finally attains the highest office in Christendom–wielding a power greater than any woman before or since. But such power always comes at a price . . .In this international bestseller, Cross brings the Dark Ages to life in all their brutal splendor and shares the dramatic story of a woman whose strength of vision led her to defy the social restrictions of her day."
562,Portrait in Death,1.81,59,0425189031,Nora Roberts,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg,"After a tip from a reporter, Eve Dallas finds the body of a young woman in a Delancey street dumpster. Just hours before, the news station had mysteriously received a portfolio of professional portraits of the woman. The photos seemed to be nothing out of the ordinary for any pretty young woman starting a modeling career. Except that she wasn't a model. And that these photos were taken after she had been murdered. Now Dallas is on the trail of a killer who's a perfectionist and an artist. He carefully observes and records his victim's every move. And he has a mission: to own every beautiful young woman's innocence, to capture her youth and vitality—in one fateful shot... "
563,Portrait of a Killer: Jack the Ripper -- Case Closed,2.02,52,0399149325,Patricia Cornwell,2002,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399149325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.LZZZZZZZ.jpg,"Now updated with new material that brings the killer's picture into clearer focus.In the fall of 1888, all of London was held in the grip of unspeakable terror.  An elusive madman calling himself Jack the Ripper was brutally butchering women in the slums of London’s East End.  Police seemed powerless to stop the killer, who delighted in taunting them and whose crimes were clearly escalating in violence from victim to victim.  And then the Ripper’s violent spree seemingly ended as abruptly as it had begun.  He had struck out of nowhere and then vanished from the scene.  Decades passed, then fifty years, then a hundred, and the Ripper’s bloody sexual crimes became anemic and impotent fodder for puzzles, mystery weekends, crime conventions, and so-called “Ripper Walks” that end with pints of ale in the pubs of Whitechapel.  But to number-one New York Times bestselling novelist Patricia Cornwell, the Ripper murders are not cute little mysteries to be transformed into parlor games or movies but rather a series of terrible crimes that no one should get away with, even after death.  Now Cornwell applies her trademark skills for meticulous research and scientific expertise to dig deeper into the Ripper case than any detective before her—and reveal the true identity of this fabled Victorian killer.In Portrait of a Killer: Jack the Ripper, Case Closed, Cornwell combines the rigorous discipline of twenty-first century police investigation with forensic techniques undreamed of during the late Victorian era to solve one of the most infamous and difficult serial murder cases in history.  Drawing on unparalleled access to original Ripper evidence, documents, and records, as well as archival, academic, and law-enforcement resources, FBI profilers, and top forensic scientists, Cornwell reveals that Jack the Ripper was none other than a respected painter of his day, an artist now collected by some of the world’s finest museums: Walter Richard Sickert.It has been said of Cornwell that no one depicts the human capability for evil better than she.   Adding layer after layer of circumstantial evidence to the physical evidence discovered by modern forensic science and expert minds, Cornwell shows that Sickert, who died peacefully in his bed in 1942, at the age of 81, was not only one of Great Britain’s greatest painters but also a serial killer, a damaged diabolical man driven by megalomania and hate.  She exposes Sickert as the author of the infamous Ripper letters that were written to the Metropolitan Police and the press.  Her detailed analysis of his paintings shows that his art continually depicted his horrific mutilation of his victims, and her examination of this man’s birth defects, the consequent genital surgical interventions, and their effects on his upbringing present a casebook example of how a psychopathic killer is created.New information and startling revelations detailed in Portrait of a Killer include:- How a year-long battery of more than 100 DNA tests—on samples drawn by Cornwell’s forensics team in September 2001 from original Ripper letters and Sickert documents—yielded the first shadows of the 75- to 114 year-old genetic evid..."
564,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),1.54,52,0425192733,Patricia Cornwell,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.LZZZZZZZ.jpg,"Now updated with new material that brings the killer's picture into clearer focus.In the fall of 1888, all of London was held in the grip of unspeakable terror.  An elusive madman calling himself Jack the Ripper was brutally butchering women in the slums of London’s East End.  Police seemed powerless to stop the killer, who delighted in taunting them and whose crimes were clearly escalating in violence from victim to victim.  And then the Ripper’s violent spree seemingly ended as abruptly as it had begun.  He had struck out of nowhere and then vanished from the scene.  Decades passed, then fifty years, then a hundred, and the Ripper’s bloody sexual crimes became anemic and impotent fodder for puzzles, mystery weekends, crime conventions, and so-called “Ripper Walks” that end with pints of ale in the pubs of Whitechapel.  But to number-one New York Times bestselling novelist Patricia Cornwell, the Ripper murders are not cute little mysteries to be transformed into parlor games or movies but rather a series of terrible crimes that no one should get away with, even after death.  Now Cornwell applies her trademark skills for meticulous research and scientific expertise to dig deeper into the Ripper case than any detective before her—and reveal the true identity of this fabled Victorian killer.In Portrait of a Killer: Jack the Ripper, Case Closed, Cornwell combines the rigorous discipline of twenty-first century police investigation with forensic techniques undreamed of during the late Victorian era to solve one of the most infamous and difficult serial murder cases in history.  Drawing on unparalleled access to original Ripper evidence, documents, and records, as well as archival, academic, and law-enforcement resources, FBI profilers, and top forensic scientists, Cornwell reveals that Jack the Ripper was none other than a respected painter of his day, an artist now collected by some of the world’s finest museums: Walter Richard Sickert.It has been said of Cornwell that no one depicts the human capability for evil better than she.   Adding layer after layer of circumstantial evidence to the physical evidence discovered by modern forensic science and expert minds, Cornwell shows that Sickert, who died peacefully in his bed in 1942, at the age of 81, was not only one of Great Britain’s greatest painters but also a serial killer, a damaged diabolical man driven by megalomania and hate.  She exposes Sickert as the author of the infamous Ripper letters that were written to the Metropolitan Police and the press.  Her detailed analysis of his paintings shows that his art continually depicted his horrific mutilation of his victims, and her examination of this man’s birth defects, the consequent genital surgical interventions, and their effects on his upbringing present a casebook example of how a psychopathic killer is created.New information and startling revelations detailed in Portrait of a Killer include:- How a year-long battery of more than 100 DNA tests—on samples drawn by Cornwell’s forensics team in September 2001 from original Ripper letters and Sickert documents—yielded the first shadows of the 75- to 114 year-old genetic evid..."
565,Possession : A Romance,1.72,64,0679735909,A.S. BYATT,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg,"Winner of England's Booker Prize and the literary sensation of the year, Possession is an exhilarating novel of wit and romance, at once an intellectual mystery and a triumphant love story. It is the tale of a pair of young scholars researching the lives of two Victorian poets. As they uncover their letters, journals and poems, and track their movements from London to Yorkshire - from spiritualist séances to the fairy-haunted far west of Brittany - what emerges is an extraordinary counterpoint of passions and ideas."
566,Postmortem,2.54,92,0380710218,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg,"Four women with nothing in common, united only in death. Four brutalized victims of a brilliant monster - a ""Mr. Nobody"", moving undetected through a paralyzed city, leaving behind a gruesome trail of carnage . . . but few clues. With skilled hands, an unerring eye, and the latest advances in forensic research, an unrelenting female medical examiner - Kay Scarpetta - is determined to unmask a maniac. But someone is trying to sabotage Kay's investigation from the inside. And worse yet, someone wants her dead . . ."
567,Practical Magic,2.04,93,0425168468,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425168468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425168468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425168468.01.LZZZZZZZ.jpg,"Alternate cover for ISBN 9780425190371 (currently here).The Owens sisters confront the challenges of life and love in this bewitching novel from New York Times bestselling author Alice Hoffman.For more than two hundred years, the Owens women have been blamed for everything that has gone wrong in their Massachusetts town. Gillian and Sally have endured that fate as well: as children, the sisters were forever outsiders, taunted, talked about, pointed at. Their elderly aunts almost seemed to encourage the whispers of witchery, with their musty house and their exotic concoctions and their crowd of black cats. But all Gillian and Sally wanted was to escape. One will do so by marrying, the other by running away. But the bonds they share will bring them back—almost as if by magic..."
568,Presumed Innocent,1.43,191,0446359866,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,"Hailed as the most suspenseful and compelling novel in decades. Presumed Innocent brings to life our worst nightmare: that of an ordinary citizen facing conviction for the most terrible of all crimes. It's the stunning portrayal of one man's all-too-human, all-consuming fatal attraction for a passionate woman who is not his wife, and the story of how his obsession puts everything he loves and values on trial—including his own life. It's a book that lays bare a shocking world of betrayal and murder, as well as the hidden depths of the human heart. And it will hold you and haunt you ... long after you have reached its shattering conclusion."
569,Pretend You Don't See Her,1.4,133,0671867156,Mary Higgins Clark,1998,Pocket,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,"What happens when a young woman is accidentally caught up in a dangerous murder investigation, having merely been in the wrong place at the wrong time? Lacey Farrell, a rising star on the Manhattan real estate scene, is witness to a murder - and to the final words of the victim. The dying woman is convinced her attacker was after her dead daughter's journal, which Lacey gives to the police, but not before making a copy for herself. It's an impulse that later proves nearly fatal. Placed in the witness protection programme and sent to live in Minneapolis, Lacey must assume a fake identity, at least until the killer can be brought to trial. There she meets Tom Lynch, a radio talk-show host whom she tentatively begins to date - until the strain of her deception makes her break it off. Then she discovers the killer has traced her whereabouts. Armed with nothing more than her own courage and clues from the journal, Lacey heads back to New York determined to uncover who is behind the deaths of the two women...before she is the next casualty."
570,Prey,2.4,67,0061015725,Michael Crichton,2003,Avon Books,http://images.amazon.com/images/P/0061015725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061015725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061015725.01.LZZZZZZZ.jpg,"In the Nevada desert, an experiment has gone horribly wrong. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory. This cloud is self-sustaining and self-reproducing. It is intelligent and learns from experience. For all practical purposes, it is alive.It has been programmed as a predator. It is evolving swiftly, becoming more deadly with each passing hour.Every attempt to destroy it has failed.And we are the prey."
571,Prey: A Novel,2.79,62,0066214122,Michael Crichton,2002,HarperCollins,http://images.amazon.com/images/P/0066214122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.LZZZZZZZ.jpg,"In the Nevada desert, an experiment has gone horribly wrong. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory. This cloud is self-sustaining and self-reproducing. It is intelligent and learns from experience. For all practical purposes, it is alive.It has been programmed as a predator. It is evolving swiftly, becoming more deadly with each passing hour.Every attempt to destroy it has failed.And we are the prey."
