,Book-Title,Average-Rating,Count-Ratings,ISBN,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Synopsis
91,Fall On Your Knees (Oprah #45),3.39,284,0743237188,Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg,"They are the Pipers of Cape Breton Island — a family steeped in lies and unspoken truths that reach out from the past, forever mindful of the tragic secret that could shatter the family to its foundations. Chronicling five generations of this eccentric clan, Fall on Your Knees follows four remarkable sisters whose lives are filled with driving ambition, inescapable family bonds, and forbidden love. Their experiences will take them from their stormswept homeland, across the battlefields of World War I, to the freedom and independence of Jazz-era New York City.Compellingly written, running the literary gamut from menacingly dark to hilariously funny, this is an epic saga of one family’s trials and triumphs in a world of sin, guilt, and redemption."
92,A Bend in the Road,3.36,346,0446527785,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg,"Miles Ryan's life seemed to end the day his wife was killed in a hit-and-run accident two years ago. Missy had been his first love, and Miles fervently believes she will be his last. As a deputy in the North Carolina town of New Bern, Miles Ryan not only grieves for Missy, but also longs to bring the unknown driver to justice. Then Miles meets Sarah Andrews. The second grade teacher of his son, Jonah, Sarah had left Baltimore after a difficult divorce to start over in the gentler surroundings of New Bern. Perhaps it's her own emotional wounds that make her sensitive to the hurt she first sees in Jonah's eyes, and then his father's. Tentatively, Sarah and Miles reach out to each other. Soon they are both laughing for the first time in years . . . and falling in love. Neither will be able to guess how closely linked they are to a shocking secret -- one that will force them to question everything they ever believed in . . . and make a heartbreaking choice that will change their lives forever."
93,Summer Sisters,3.36,573,0385324057,Judy Blume,1998,Delacorte Press,http://images.amazon.com/images/P/0385324057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385324057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385324057.01.LZZZZZZZ.jpg,"In the summer of 1977, Victoria Leonard's world changed forever—when Caitlin Somers chose her as a friend. Dazzling, reckless Caitlin welcomed Vix into the heart of her sprawling, eccentric family, opening doors to a world of unimaginable privilege, sweeping her away to vacations on Martha's Vineyard, a magical, wind-blown island where two friends became summer sisters...Now, years later, Vix is working in New York City. Caitlin is getting married on the Vineyard. And the early magic of their long, complicated friendship has faded. But Caitlin has begged Vix to come to her wedding, to be her maid of honor. And Vix knows that she will go—for the friend whose casual betrayals she remembers all too well. Because Vix wants to understand what happened during that last shattering summer. And, after all these years, she needs to know why her best friend—her summer sister—still has the power to break her heart..."
94,Cold Mountain : A Novel,3.35,311,0375700757,CHARLES FRAZIER,1998,Vintage,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg,"Cold Mountain is a novel about a soldier’s perilous journey back to his beloved near the Civil War's end. At once a love story & a harrowing account of one man’s long walk home, Cold Mountain introduces a new talent in American literature.Based on local history & family stories passed down by Frazier’s great-great-grandfather, Cold Mountain is the tale of a wounded Confederate soldier, Inman, who walks away from the ravages of the war & back home to his prewar sweetheart, Ada. His odyssey thru the devastated landscape of the soon-to-be-defeated South interweaves with Ada’s struggle to revive her father’s farm, with the help of an intrepid young drifter named Ruby. As their long-separated lives begin to converge at the close of the war, Inman & Ada confront the vastly transformed world they’ve been delivered.Frazier reveals insight into human relations with the land & the dangers of solitude. He also shares with the great 19th century novelists a keen observation of a society undergoing change. Cold Mountain recreates a world gone by that speaks to our time."
95,The Beach House,3.35,435,0446612545,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,"Jack Mullen is a driven student of the law. His brother Peter is a servant of the rich, parking the cars of the Hamptons' elite --- and perhaps satisfying their more intimate needs as well. Then Peter's body is found on the beach. Jack knows the drowning was no accident, but someone's unlimited power and money have bought the cops, the judges, the system. Now Jack is learning a lesson in justice he never got in law school ... and his astonishing plan to beat the billionaires will have you reeling --- and cheering --- to the very last page."
96,The Hours: A Novel,3.35,294,0312305060,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg,"In 1920s London, Virginia Woolf is fighting against her rebellious spirit as she attempts to make a start on her new novel. A young wife and mother, broiling in a suburb of 1940s Los Angeles, yearns to escape and read her precious copy of Mrs Dalloway. And Clarissa Vaughan steps out of her smart Greenwich village apartment in 1990s New York to buy flowers for a party she is hosting for a dying friend.The Hours recasts the classic story of Woolf's Mrs Dalloway in a startling new light. Moving effortlessly across the decades and between England and America, this exquisite novel intertwines the worlds of three unforgettable women."
97,Icy Sparks,3.35,309,0142000205,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg,"Jaffa City is frozen under the spell of Lord Sparr. Eric, Julie, and Neal join with Princess Keeah to battle the enemy in the Biggest snowball fight of all time"
98,Angela's Ashes (MMP) : A Memoir,3.34,326,0684872153,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg,"Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy—exasperating, irresponsible and beguiling—does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors—yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic."
99,How to Be Good,3.31,304,1573229326,Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg,"This book provides the reader with a comprehensive overview of the new open source programming language Go (in its first stable and maintained release Go 1) from Google.The language is devised with Java / C#-like syntax so as to feel familiar to the bulk of programmers today, but Go code is much cleaner and simpler to read, thus increasing the productivity of developers.You will see how Go: simplifies programming with slices, maps, structs and interfaces incorporates functional programming makes error-handling easy and secure simplifies concurrent and parallel programming with goroutines and channelsAnd you will learn how to: make use of Go's excellent standard library program Go the idiomatic way using patterns and best practices in over 225 working examples and 135 exercisesThis book focuses on the aspects that the reader needs to take part in the coming software revolution using Go. """
100,Into Thin Air : A Personal Account of the Mt. Everest Disaster,3.3,372,0385494785,JON KRAKAUER,1999,Anchor,http://images.amazon.com/images/P/0385494785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg,"When Jon Krakauer reached the summit of Mt. Everest in the early afternoon of May 10, 1996, he hadn't slept in fifty-seven hours and was reeling from the brain-altering effects of oxygen depletion. As he turned to begin his long, dangerous descent from 29,028 feet, twenty other climbers were still pushing doggedly toward the top. No one had noticed that the sky had begun to fill with clouds. Six hours later and 3,000 feet lower, in 70-knot winds and blinding snow, Krakauer collapsed in his tent, freezing, hallucinating from exhaustion and hypoxia, but safe. The following morning, he learned that six of his fellow climbers hadn't made it back to their camp and were desperately struggling for their lives. When the storm finally passed, five of them would be dead, and the sixth so horribly frostbitten that his right hand would have to be amputated.Into Thin Air is the definitive account of the deadliest season in the history of Everest by the acclaimed journalist and author of the bestseller Into the Wild. On assignment for Outside Magazine to report on the growing commercialization of the mountain, Krakauer, an accomplished climber, went to the Himalayas as a client of Rob Hall, the most respected high-altitude guide in the world. A rangy, thirty-five-year-old New Zealander, Hall had summited Everest four times between 1990 and 1995 and had led thirty-nine climbers to the top. Ascending the mountain in close proximity to Hall's team was a guided expedition led by Scott Fischer, a forty-year-old American with legendary strength and drive who had climbed the peak without supplemental oxygen in 1994. But neither Hall nor Fischer survived the rogue storm that struck in May 1996.Krakauer examines what it is about Everest that has compelled so many people -- including himself -- to throw caution to the wind, ignore the concerns of loved ones, and willingly subject themselves to such risk, hardship, and expense. Written with emotional clarity and supported by his unimpeachable reporting, Krakauer's eyewitness account of what happened on the roof of the world is a singular achievement."
101,The Partner,3.29,478,0385472951,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg,"A man will do almost anything for ninety million dollars. So will its rightful owners. They found him in a small town in Brazil. He had a new name, Danilo Silva, and his appearance had been changed by plastic surgery. The search had taken four years. They'd chased him around the world, always just missing him. It had cost their clients $3.5 million. But so far none of them had complained.The man they were about to kidnap had not always been called Danilo Silva. Before he had had another life, a life which ended in a car crash in February 1992. His gravestone lay in a cemetery in Biloxi, Mississippi. His name before his death was Patrick S. Lanigan. He had been a partner at an up-and-coming law firm. He had a pretty wife, a young daughter, and a bright future. Six weeks after his death, $90 million disappeared from the law firm. It was then that his partners knew he was still alive. And the chase was on"
102,The God of Small Things,3.29,289,0060977493,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,"The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers' demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . .Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade of the wreck that is their family—their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts).When their English cousin, Sophie Mol, and her mother, Margaret Kochamma, arrive on a Christmas visit, Esthappen and Rahel learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever, beside their river ""graygreen."" With fish in it. With the sky and trees in it. And at night, the broken yellow moon in it.The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.The God of Small Things takes on the Big Themes—Love. Madness. Hope. Infinite Joy. Here is a writer who dares to break the rules. To dislocate received rhythms and create the language she requires, a language that is at once classical and unprecedented. Arundhati Roy has given us a book that is anchored to anguish, but fueled by wit and magic."
103,The Witching Hour (Lives of the Mayfair Witches),3.28,274,0345384466,ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg,"From the author of the extraordinary Vampire Chronicles comes a huge, hypnotic novel of witchcraft and the occult through four centuries.Demonstrating, once again, her gift for spellbinding storytelling and the creation of legend, Anne Rice makes real for us a great dynasty of witches—a family given to poetry and to incest, to murder and to philosophy; a family that, over the ages, is itself haunted by a powerful, dangerous, and seductive being.On the veranda of a great New Orleans house, now faded, a mute and fragile woman sits rocking... and The Witching Hour begins.It begins in our time with a rescue at sea.  Rowan Mayfair, a beautiful woman, a brilliant practitioner of neurosurgery—aware that she has special powers but unaware that she comes from an ancient line of witches—finds the drowned body of a man off the coast of California and brings him to life.  He is Michael Curry, who was born in New Orleans and orphaned in childhood by fire on Christmas Eve, who pulled himself up from poverty, and who now, in his brief interval of death, has acquired a sensory power that mystifies and frightens him.As these two, fiercely drawn to each other, fall in love and—in passionate alliance—set out to solve the mystery of her past and his unwelcome gift, the novel moves backward and forward in time from today's New Orleans and San Francisco to long-ago Amsterdam and a château in the France of Louis XIV.  An intricate tale of evil unfolds—an evil unleashed in seventeenth-century Scotland, where the first ""witch,"" Suzanne of the Mayfair, conjures up the spirit she names Lasher... a creation that spells her own destruction and torments each of her descendants in turn.From the coffee plantations of Port au Prince, where the great Mayfair fortune is made and the legacy of their dark power is almost destroyed, to Civil War New Orleans, as Julien—the clan's only male to be endowed with occult powers—provides for the dynasty its foothold in America, the dark, luminous story encompasses dramas of seduction and death, episodes of tenderness and healing.  And always—through peril and escape, tension and release—there swirl around us the echoes of eternal war: innocence versus the corruption of the spirit, sanity against madness, life against death.  With a dreamlike power, the novel draws us, through circuitous, twilight paths, to the present and Rowan's increasingly inspired and risky moves in the merciless game that binds her to her heritage. And in New Orleans, on Christmas Eve, this strangest of family sagas is brought to its startling climax."
104,Dance upon the Air (Three Sisters Island Trilogy),3.27,258,0515131229,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg,"When Nell Channing arrives on charming Three Sisters Island, she believes that she's finally found refuge from her abusive husband--and from the terrifying life she fled so desperately eight months ago...But even in this quiet, peaceful place, Nell never feels entirely at ease. Careful to conceal her true identity, she takes a job as a cook at the local bookstore cafe--and begins to explore her feelings for the island sheriff, Zack Todd. But there is a part of herself she can never reveal to him--for she must continue to guard her secrets if she wants to keep the past at bay. One careless word, one misplaced confidence, and the new life she's created so carefully could shatter completely.Just as Nell starts to wonder if she'll ever be able to break free of her fear, she realizes that the island suffers under a terrible curse--one that can only be broken by the descendants of the Three Sisters, the witches who settled the island back in 1692. And now, with the help of two other strong, gifted women--and with the nightmares of the past haunting her every step--she must find the power to save her home, her love...and herself..."
105,2nd Chance,3.27,356,0316693200,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg,"The Women's Murder Club returns for another thrilling crime investigation. Will their skills be enough to take down a brutal madman?A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable.In this ""inventive"" installment of the Women's Murder Club, James Patterson proves once again why he is the #1 master of the murder mystery (Sunday Times)."
106,Little Altars Everywhere: A Novel,3.26,434,0060976845,Rebecca Wells,1996,Perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,"Little Altars Everywhere is a national best-seller, a companion to Rebecca Wells' celebrated novel Divine Secrets of the Ya-Ya Sisterhood. Originally published in 1992, Little Altars introduces Sidda, Vivi, the rest of the spirited Walker clan, and the indomitable Ya-Yas.Told in alternating voices of Vivi and her husband, Big Shep, along with Sidda, her siblings Little Shep, Lulu, Baylor, and Cheney and Willetta — the black couple who impact the Walkers' lives in ways they never fully comprehend — Little Altars embraces nearly thirty years of life on the plantation in Thorton, Louisiana, where the cloying air of the bayou and a web of family secrets at once shelter, trap and define an utterly original community of souls.Who can resist such cadences of Sidda Walker and her flamboyant, secretive mother, ViVi? Here the young Sidda — a precocious reader and an eloquent observer of the fault lines that divide her family — leads us on a mischievous adventures at Our Lady of Divine Compassion parochial school and beyond. A Catholic girl of pristine manners, devotion, and provocative ideas, Sidda is the very essence of childhood joy and sorrow.In a series of luminous reminiscences, we also hear Little Shep's stories of his eccentric grandmother, Lulu's matter-of-fact account of her shoplifting skills, and Baylor's memories of Vivi and her friends, the Ya-Yas.Beneath the humor and tight-knit bonds of family and friendship lie the undercurrents of alcoholism, abuse, and violence. The overlapping recollections of how the Walkers' charming life uncoils to convey their heart-breaking confusion are oat once unsettling and familiar. Wells creates an unforgettable portrait of the eccentric cast of characters and exposes their poignant and funny attempts to keep reality at arm's length. Through our laughter we feel their inevitable pain, with a glimmer of hope for forgiveness and healing.An arresting combination of colloquialism, poetry, and grace, Little Altars Everywhere is an insightful, piercing and unflinching evocation of childhood, a loving tribute to the transformative power of faith, and a thoroughly fresh chronicle of a family that is as haunted as it is blessed."
107,SHIPPING NEWS,3.25,382,0671510053,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,"When Quoyle's two-timing wife meets her just deserts, he retreats with his two daughters to his ancestral home on the starkly beautiful Newfoundland coast, where a rich cast of local characters and family members all play a part in Quoyle's struggle to reclaim his life. As Quoyle confronts his private demons--and the unpredictable forces of nature and society--he begins to see the possibility of love without pain or misery. A vigorous, darkly comic, and at times magical portrait of the contemporary North American family, The Shipping News shows why Annie Proulx is recognized as one of the most gifted and original writers in America today."
108,Snow Falling on Cedars,3.25,662,0151001006,David Guterson,1994,Harcourt,http://images.amazon.com/images/P/0151001006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151001006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151001006.01.LZZZZZZZ.jpg,"Gripping, tragic, and densely atmospheric—a masterpiece of suspense San Piedro Island, north of Puget Sound, is a place so isolated that no one who lives there can afford to make enemies. But in 1954 a local fisherman is found suspiciously drowned, and a Japanese American named Kabuo Miyamoto is charged with his murder. In the course of the ensuing trial, it becomes clear that what is at stake is more than a man's guilt. For on San Pedro, memories of a charmed love affair between a white boy and the Japanese girl who grew up to become Kabuo's wife; memories of land desired, paid for, and lost. Above all, San Piedro is haunted by the memory of what happened to its Japanese residents during World War II, when an entire community was sent into exile while its neighbors watched."
109,The Rescue,3.24,308,0446610399,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg,"When confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks; but there is one leap of faith Taylor can't bring himself to make: He can't fall in love.BookPage calls Nicholas Sparks, ""a modern master of fateful love stories,"" and his phenomenal bestsellers- The Notebook, Message in a Bottle, and A Walk to Remember- have made him one of America's most beloved storytellers. Here, in his newest work, Sparks tells a story about making the greatest commitment of all...loving someone forever. The Rescue When confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks - risks no one else in the department would ever take - to save lives. But there is one leap of faith Taylor can't bring himself to make: He can't fall in love. For all his adult years, Taylor has sought out women who need to be rescued, women he leaves as soon as their crisis is over, as soon as the relationship starts to become truly intimate. Then, one day, a raging, record-breaking storm hits his small Southern town. Denise Holton, a young single mother, is driving through it when her car skids off the road. With her is her four-year-old son, Kyle, a boy with severe learning disabilities and for whom she has sacrificed everything. Unconscious and bleeding, she-but not Kyle-will be found by Taylor McAden. And when she wakes, the chilling truth becomes clear to both of them: Kyle is gone. During the search for Kyle, the connection, the lifeline, between Taylor and Denise takes root. Taylor doesn't know that this rescue will be different from all the others, demanding far more than raw physical courage. That it will lead him to the possibility of his own rescue from a life lived without love. That it will require him to open doors to his past that were slammed shut by pain. That it will dare him to live life to the fullest by daring to love. In The Rescue Nicholas Sparks weaves his inimitable spell, immersing us in the passions and the surprising complexities of modern relationships-and in doing so, teaching us something about our own."
110,A Painted House,3.23,838,044023722X,John Grisham,2001,Dell Publishing Company,http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg,"""The hill people and the Mexicans arrived on the same day. It was a Wednesday, early in September 1952. The Cardinals were five games behind the Dodgers with three weeks to go, and the season looked hopeless. The cotton, however, was waist-high to my father, over my head, and he and my grandfather could be heard before supper whispering words that were seldom heard. It could be a ""good crop.""Thus begins the new novel from John Grisham, a story inspired by his own childhood in rural Arkansas. The narrator is a farm boy named Luke Chandler, age seven, who lives in the cotton fields with his parents and grandparents in a little house that's never been painted. The Chandlers farm eighty acres that they rent, not own, and when the cotton is ready they hire a truckload of Mexicans and a family from the Ozarks to help harvest it.For six weeks they pick cotton, battling the heat, the rain, the fatigue, and sometimes each other. As the weeks pass Luke sees and hears things no seven-year-old could possibly be prepared for, and he finds himself keeping secrets that not only threaten the crop but will change the lives of the Chandlers forever. ©2000, 2001 Belfry Holdings, Inc. (P)2001 Random House, Inc. Bantam Doubleday Dell Audio Publishing, a Division of Random House, Inc."
111,Unnatural Exposure,3.22,258,0316639842,Cornwell Patricia,0,Little Brown Company,http://images.amazon.com/images/P/0316639842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316639842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316639842.01.LZZZZZZZ.jpg,"See alternate cover edition hereVirginia Medical Examiner Kay Scarpetta has a bloody puzzle on her hands: five headless, limbless cadavers in Ireland, plus four similar victims in a landfill back home. Is a serial butcher loose in Virginia? That's what the panicked public thinks, thanks to a local TV reporter who got the leaked news from her boyfriend, Scarpetta's vile rival, Investigator Percy Ring. But the butchered bodies are so many red herrings intended to throw idiots like Ring off the track. Instead of a run-of-the-mill serial killer, we're dealing with a shadowy figure who has plans involving mutant smallpox, mass murder, and messing with Scarpetta's mind by e-mailing her gory photos of the murder scenes, along with cryptic AOL chat-room messages. The coolest innovation: Scarpetta's gorgeous genius niece, Lucy, equips her with a DataGlove and a VPL Eyephone, and she takes a creepy virtual tour of the e-mailed crime scene.Unnatural Exposure boasts brisk storytelling, crackling dialogue, evocative prose about forensic-science sleuthing, and crisp character sketches, both of familiar characters like Scarpetta's gruff partner Pete Marino and bit players like the landfill employee falsely accused by Ring. Plus, let's face it: serial killers are old hat. Cornwell's most vivid villains are highly plausible backstabbing colleagues like Ring, who plots to destroy Lucy's FBI career by outing her as a lesbian. Some readers object to the rather abrupt ending, but, hey, it's less jarring than Hannibal's, and it's the logical culmination of Cornwell's philosophy about human nature. To illuminate the novel's finale, read Cornwell's remarks on paranoia in her Amazon.com interview. --Tim Appelo"
112,Dreamcatcher,3.21,481,0743211383,Stephen King,2001,Scribner,http://images.amazon.com/images/P/0743211383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg,"What might be done to human beings by the ""Other""--whether the ""Other"" be vampires, demons or creatures from outer space--is always in competition for absolute horror with what we do to ourselves. Stephen King has, in his time, played with both sources of the nightmarish and in Dreamcatcher, the first complete novel since his near-fatal accident, he gives us both.Four childhood friends, united by secrets, are caught in the quarantine zone when something crashes into the remote forests of Maine; and the question becomes who will avoid being eaten alive by alien fungi, torn from the inside by alien ferrets, possessed by alien minds or menaced by a psychotic military commander to whom ruthlessness has become a macho ego trip?The Earth is in peril as well, needless to say, but most of our attention is taken up with a few men caught on the edge, and where the most important thing in the world turns out to be the fact that four small boys saved a fifth from a beating.This has the hall-marks of a good King novel--memorable catchphrases whose meaning we only gradually learn and a sense of how it feels to be human. --Roz Kaveney"
113,Dolores Claiborne,3.19,275,0451177096,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg,"Suspected of killing Vera Donovan, her wealthy employer, Dolores Claiborne tells police the story of her life, harkening back to her disintegrating marriage and the suspicious death of her violent husband, Joe St. George, thirty years earlier. Dolores also tells of Vera's physical and mental decline and of her loyalty to an employer who has become emotionally demanding in recent years."
114,Point of Origin,3.18,277,0425169863,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,"A farmhouse destroyed by fireA body amongst the ruinsDr Kay Scarpetta, Chief Medical Examiner and consulting pathologist for the federal law enforcement agency ATF, is called out to a farmhouse in Virginia which has been destroyed by fire. In the ruins of the house she finds a body which tells a story of a violent and grisly murder.The fire has come at the same time as another even more incendiary horror: Carrie Grethen, a killer who nearly destroyed the lives of Scarpetta and those closest to her, has escaped from a forensic psychiatric hospital. Her whereabouts is unknown, but her ultimate destination is not, for Carrie has begun to communicate with Scarpetta, conveying her deadly - if cryptic - plans for revenge.Chillingly mesmeric in tone, labyrinthine in structure, Point of Origin is Patricia Cornwell at her most dazzling."
115,The Testament,3.18,617,0440234743,John Grisham,1999,Dell,http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg,"In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions, a message that will touch off a vicious legal battle and transform dozens of lives.Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil.Enter the lawyers. Nate O'Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan's family circles like vultures in D.C., Nate is crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman - pursued by enemies and friends alike - holds a stunning surprise of her own."
116,I Know This Much Is True,3.17,276,0060987561,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg,"On the afternoon of October 12, 1990, my twin brother, Thomas, entered the Three Rivers, Connecticut, public library, retreated to one of the rear study carrels, and prayed to God the sacrifice he was about to commit would be deemed acceptable. . . .One of the most acclaimed novels of our time, Wally Lamb's I Know This Much Is True is a story of alienation and connection, devastation and renewal, at once joyous, heartbreaking, poignant, mystical, and powerfully, profoundly human."
